DATE,PRODUCT_ID,CHANNEL_ID,REGION,UNITS_SOLD,REVENUE,DISCOUNT_PERCENT,PROMOTION_FLAG,STOCKOUT_FLAG,PRICE
2023-04-22,SKU_047,Retail,North,46,156343.88,0.23,1,0,4414
2023-04-08,SKU_027,D2C,Central,37,155067.74000000002,0.18,1,0,5111
2023-01-27,SKU_012,Retail,Central,53,168128.72,0.24,1,0,4174
2023-03-08,SKU_042,Distributor,North,65,177366.80000000002,0.08,0,0,2966
2023-01-19,SKU_024,Retail,North,15,47187.0,0.16,1,1,3745
2023-01-20,SKU_040,D2C,North,55,247869.6,0.18,0,0,5496
2023-05-21,SKU_020,Distributor,South,66,183997.44,0.01,1,0,2816
2023-04-19,SKU_024,Amazon,North,44,210830.4,0.1,1,1,5324
2023-01-23,SKU_016,Retail,West,72,380777.76,0.01,0,1,5342
2023-03-04,SKU_017,Flipkart,South,62,352928.8,0.05,0,1,5992
2023-01-12,SKU_040,D2C,North,92,211562.28000000003,0.19,1,1,2839
2023-03-28,SKU_029,Amazon,Central,34,135250.98,0.03,0,1,4101
2023-01-13,SKU_039,D2C,South,66,144703.68,0.29,1,1,3088
2023-02-02,SKU_046,Distributor,Central,29,33642.9,0.1,1,1,1289
2023-05-08,SKU_008,Distributor,West,17,21943.26,0.29,0,0,1818
2023-06-30,SKU_002,Distributor,Central,9,30800.25,0.25,0,0,4563
2023-01-26,SKU_011,Retail,Central,60,159888.6,0.13,1,0,3063
2023-02-11,SKU_011,Amazon,North,53,118904.97,0.17,0,1,2703
2023-05-07,SKU_002,D2C,North,40,54188.0,0.05,0,1,1426
2023-02-18,SKU_014,Amazon,Central,14,25953.2,0.08,1,0,2015
2023-04-25,SKU_023,Retail,East,36,170941.68,0.09,0,0,5218
2023-04-21,SKU_031,Amazon,South,50,155309.0,0.23,1,1,4034
2023-02-02,SKU_042,Flipkart,North,65,155980.5,0.05,1,1,2526
2023-02-16,SKU_042,Amazon,Central,49,164428.81,0.17,0,1,4043
2023-04-14,SKU_030,Amazon,Central,55,254911.80000000002,0.22,0,1,5942
2023-05-15,SKU_045,Retail,South,42,137415.6,0.18,0,1,3990
2023-03-25,SKU_035,Flipkart,South,84,138901.56,0.29,1,0,2329
2023-04-20,SKU_014,D2C,West,29,64151.19,0.19,1,0,2731
2023-03-05,SKU_001,Flipkart,Central,36,89026.56,0.04,1,1,2576
2023-02-09,SKU_048,Retail,South,40,145424.8,0.26,0,0,4913
2023-06-10,SKU_016,Amazon,Central,60,237384.0,0.1,1,0,4396
2023-06-02,SKU_013,Amazon,North,29,50279.04,0.14,0,0,2016
2023-02-26,SKU_028,Amazon,East,52,177776.56,0.06,1,1,3637
2023-02-05,SKU_001,Distributor,North,53,125903.09000000001,0.21,0,0,3007
2023-05-16,SKU_009,Retail,South,36,123226.2,0.15,0,0,4027
2023-06-21,SKU_033,Flipkart,West,56,223969.2,0.09,1,0,4395
2023-04-09,SKU_024,Flipkart,East,29,159018.88999999998,0.03,1,0,5653
2023-05-28,SKU_048,Amazon,North,27,140116.5,0.03,1,1,5350
2023-05-02,SKU_050,Retail,East,51,166437.99000000002,0.21,0,1,4131
2023-01-14,SKU_046,Flipkart,North,16,60469.76,0.21,0,0,4784
2023-06-23,SKU_049,D2C,East,7,15470.56,0.24,0,0,2908
2023-03-23,SKU_034,Retail,West,60,216941.4,0.27,1,1,4953
2023-05-09,SKU_041,D2C,South,70,200707.5,0.25,0,0,3823
2023-02-17,SKU_033,Distributor,North,40,145236.0,0.3,1,0,5187
2023-05-03,SKU_010,Amazon,Central,36,137781.0,0.19,1,0,4725
2023-03-13,SKU_045,Retail,Central,70,211324.4,0.29,0,1,4252
2023-05-26,SKU_022,Amazon,North,27,35006.58,0.02,0,1,1323
2023-05-15,SKU_038,Amazon,West,22,21083.04,0.28,1,0,1331
2023-05-11,SKU_021,Amazon,East,64,198456.31999999998,0.17,1,0,3736
2023-06-04,SKU_021,Flipkart,West,50,157472.0,0.26,1,1,4256
2023-04-08,SKU_001,Amazon,East,71,81916.25,0.29,1,1,1625
2023-02-21,SKU_013,Retail,East,7,29799.0,0.14,0,0,4950
2023-06-12,SKU_019,Retail,West,21,21816.48,0.14,1,0,1208
2023-01-25,SKU_003,Flipkart,Central,50,129672.0,0.28,1,1,3602
2023-01-28,SKU_018,Amazon,North,58,172704.86,0.27,1,0,4079
2023-04-10,SKU_043,Amazon,South,66,267634.62,0.21,0,0,5133
2023-06-08,SKU_023,Flipkart,North,53,222987.96000000002,0.22,0,0,5394
2023-02-08,SKU_045,Flipkart,West,53,48785.44,0.12,1,1,1046
2023-04-14,SKU_034,Amazon,South,42,181080.9,0.01,1,1,4355
2023-05-09,SKU_024,Retail,East,81,162797.04,0.03,1,1,2072
2023-02-08,SKU_023,Flipkart,East,27,31734.99,0.13,1,0,1351
2023-04-21,SKU_013,Distributor,East,57,123747.0,0.0,0,0,2171
2023-04-13,SKU_044,D2C,North,30,73154.4,0.12,0,1,2771
2023-05-26,SKU_012,D2C,West,60,194352.0,0.2,0,0,4049
2023-04-14,SKU_037,Flipkart,North,29,71703.37,0.03,0,0,2549
2023-04-20,SKU_038,Distributor,West,64,167247.36,0.16,0,0,3111
2023-01-16,SKU_043,Flipkart,West,52,90901.72,0.09,1,0,1921
2023-05-19,SKU_018,Amazon,North,84,65394.0,0.25,0,0,1038
2023-04-29,SKU_004,Distributor,South,44,128959.6,0.21,1,1,3710
2023-02-27,SKU_022,Distributor,South,58,165757.62,0.07,0,1,3073
2023-01-31,SKU_029,Retail,Central,34,135857.54,0.09,1,0,4391
2023-03-20,SKU_044,Flipkart,East,44,232158.08,0.02,0,0,5384
2023-02-01,SKU_049,D2C,North,52,39762.84,0.29,1,0,1077
2023-05-08,SKU_003,Flipkart,West,19,67344.55,0.05,1,1,3731
2023-03-11,SKU_006,Retail,West,21,65121.84,0.28,1,0,4307
2023-03-26,SKU_027,Amazon,North,61,225700.0,0.26,0,0,5000
2023-03-22,SKU_029,Flipkart,West,47,269451.0,0.02,1,1,5850
2023-03-31,SKU_032,D2C,Central,38,48728.16,0.22,1,1,1644
2023-03-12,SKU_007,Distributor,West,35,79358.3,0.27,0,0,3106
2023-01-19,SKU_042,D2C,North,36,189636.48,0.12,1,0,5986
2023-06-26,SKU_035,Flipkart,East,52,168504.96,0.14,1,1,3768
2023-04-20,SKU_046,Flipkart,West,58,320350.24,0.02,0,1,5636
2023-02-27,SKU_045,Retail,South,8,34620.96,0.21,0,1,5478
2023-05-24,SKU_036,Flipkart,West,78,193596.0,0.15,0,0,2920
2023-06-27,SKU_036,Distributor,West,76,233658.19999999998,0.15,0,0,3617
2023-02-19,SKU_033,Flipkart,East,3,8236.2,0.26,1,0,3710
2023-02-27,SKU_033,Retail,South,71,292463.2,0.05,0,0,4336
2023-05-31,SKU_014,Flipkart,East,71,57197.6,0.24,0,1,1060
2023-01-13,SKU_046,Retail,East,50,256080.0,0.04,0,1,5335
2023-06-14,SKU_027,Distributor,Central,24,74448.0,0.25,1,1,4136
2023-03-17,SKU_040,Retail,South,70,70655.2,0.26,1,0,1364
2023-06-22,SKU_015,Distributor,West,45,183243.59999999998,0.06,0,0,4332
2023-05-28,SKU_004,D2C,Central,60,151833.6,0.04,0,1,2636
2023-05-06,SKU_015,Amazon,East,94,84355.59999999999,0.3,1,1,1282
2023-06-25,SKU_002,Retail,North,55,179678.4,0.17,0,0,3936
2023-05-13,SKU_029,Retail,South,31,24293.46,0.26,1,1,1059
2023-05-09,SKU_030,D2C,North,43,89865.27,0.01,1,0,2111
2023-05-22,SKU_047,D2C,East,34,163624.32,0.04,0,0,5013
2023-01-29,SKU_011,Flipkart,West,58,212662.8,0.16,0,1,4365
2023-02-25,SKU_017,Amazon,South,33,29767.98,0.26,0,0,1219
2023-03-23,SKU_039,Flipkart,South,40,129204.0,0.26,1,1,4365
2023-01-24,SKU_048,Flipkart,South,24,44107.68,0.14,0,1,2137
2023-01-07,SKU_004,Flipkart,West,47,159773.68,0.12,0,1,3863
2023-05-18,SKU_025,D2C,East,53,158869.62,0.22,1,0,3843
2023-01-03,SKU_050,Flipkart,South,0,0.0,0.11,1,1,5314
2023-03-29,SKU_004,Amazon,East,55,214280.55,0.27,0,0,5337
2023-02-07,SKU_018,D2C,South,49,64457.54,0.27,0,1,1802
2023-01-09,SKU_050,Retail,Central,34,77252.08,0.14,0,0,2642
2023-02-09,SKU_029,Distributor,Central,90,166725.0,0.05,1,0,1950
2023-05-13,SKU_050,Flipkart,West,69,81820.2,0.23,1,0,1540
2023-04-25,SKU_022,Flipkart,West,28,28365.12,0.16,1,1,1206
2023-01-16,SKU_033,D2C,South,66,198874.5,0.15,0,1,3545
2023-06-03,SKU_047,Flipkart,North,74,200911.48,0.18,1,0,3311
2023-04-16,SKU_017,D2C,Central,52,72519.2,0.24,0,0,1835
2023-04-30,SKU_048,Distributor,North,57,69255.0,0.25,1,0,1620
2023-06-28,SKU_013,Retail,East,56,253755.6,0.15,1,1,5331
2023-04-10,SKU_035,Retail,East,8,7320.0,0.25,1,0,1220
2023-04-29,SKU_024,Distributor,South,46,218269.08000000002,0.19,0,1,5858
2023-02-12,SKU_026,Flipkart,West,45,50640.75,0.29,1,0,1585
2023-01-28,SKU_010,Retail,West,78,85731.36,0.12,0,0,1249
2023-05-04,SKU_037,Amazon,South,56,189349.44,0.24,0,0,4449
2023-06-18,SKU_030,D2C,East,44,100540.43999999999,0.07,0,0,2457
2023-02-09,SKU_013,Distributor,North,48,203407.19999999998,0.27,0,0,5805
2023-03-10,SKU_044,Retail,Central,70,282252.60000000003,0.19,0,1,4978
2023-06-23,SKU_039,Amazon,Central,46,99448.31999999999,0.04,0,0,2252
2023-05-25,SKU_002,Flipkart,North,36,154707.84,0.16,0,1,5116
2023-06-19,SKU_001,Retail,South,44,46208.8,0.11,1,1,1180
2023-05-22,SKU_027,Distributor,Central,68,81499.36,0.24,0,0,1577
2023-04-20,SKU_007,Retail,East,59,89406.24,0.18,1,1,1848
2023-04-28,SKU_007,Distributor,West,50,74243.5,0.17,0,1,1789
2023-05-30,SKU_035,Retail,West,53,227875.62,0.13,1,1,4942
2023-04-26,SKU_039,D2C,Central,38,171547.2,0.01,0,0,4560
2023-03-21,SKU_044,Retail,East,46,99401.40000000001,0.1,1,0,2401
2023-06-02,SKU_039,Amazon,East,36,96696.0,0.15,0,0,3160
2023-02-28,SKU_045,Flipkart,North,44,202712.4,0.1,0,1,5119
2023-06-28,SKU_014,Flipkart,North,76,212661.68000000002,0.21,0,0,3542
2023-04-02,SKU_044,Distributor,East,28,69972.0,0.02,1,0,2550
2023-06-16,SKU_019,Retail,Central,36,163441.8,0.05,1,1,4779
2023-03-10,SKU_012,Distributor,East,24,125621.76,0.12,0,0,5948
2023-03-30,SKU_022,D2C,South,20,71026.8,0.13,0,0,4082
2023-01-04,SKU_002,Amazon,North,46,94322.08,0.29,1,0,2888
2023-04-12,SKU_028,Distributor,Central,37,144470.19999999998,0.3,0,1,5578
2023-06-05,SKU_037,Amazon,East,85,188259.69999999998,0.27,1,0,3034
2023-01-25,SKU_029,Distributor,West,44,167866.16,0.02,0,0,3893
2023-05-30,SKU_037,Distributor,North,75,235912.5,0.1,1,1,3495
2023-01-15,SKU_024,Retail,South,69,289731.0,0.0,0,1,4199
2023-01-31,SKU_031,D2C,North,45,180053.1,0.26,1,0,5407
2023-02-25,SKU_025,Amazon,West,92,126650.87999999999,0.28,0,1,1912
2023-01-06,SKU_007,Distributor,West,55,212204.3,0.02,1,1,3937
2023-04-15,SKU_044,Retail,East,80,141433.6,0.02,0,1,1804
2023-02-16,SKU_024,D2C,Central,77,319895.73000000004,0.19,0,1,5129
2023-05-31,SKU_039,Retail,East,58,167353.19999999998,0.16,0,0,3435
2023-01-10,SKU_041,Amazon,North,65,322140.0,0.16,0,0,5900
2023-04-24,SKU_015,Amazon,West,62,259804.80000000002,0.2,0,1,5238
2023-01-20,SKU_026,Retail,East,27,68760.90000000001,0.22,0,1,3265
2023-02-04,SKU_028,D2C,North,51,215214.9,0.05,0,0,4442
2023-06-19,SKU_040,D2C,North,71,131034.76,0.26,1,0,2494
2023-02-01,SKU_030,Distributor,North,80,98648.0,0.05,1,0,1298
2023-03-11,SKU_044,D2C,Central,35,110111.40000000001,0.19,1,0,3884
2023-03-22,SKU_022,Amazon,North,60,212692.2,0.11,0,0,3983
2023-01-27,SKU_010,Flipkart,Central,53,144768.44,0.08,0,1,2969
2023-02-12,SKU_002,D2C,Central,47,128599.05,0.15,0,0,3219
2023-03-07,SKU_024,Retail,West,57,172947.12,0.08,1,0,3298
2023-02-09,SKU_009,Flipkart,South,54,156686.4,0.28,1,0,4030
2023-01-28,SKU_049,Flipkart,North,60,163035.0,0.25,0,0,3623
2023-03-29,SKU_043,Amazon,North,78,212409.6,0.2,1,0,3404
2023-06-02,SKU_018,Distributor,North,65,94699.15000000001,0.09,1,0,1601
2023-05-20,SKU_045,Amazon,North,56,165849.6,0.04,0,0,3085
2023-06-01,SKU_004,D2C,Central,87,98877.24,0.18,1,1,1386
2023-06-28,SKU_031,Amazon,North,72,346072.32,0.12,1,0,5462
2023-05-24,SKU_021,Flipkart,South,48,57388.799999999996,0.3,0,1,1708
2023-05-02,SKU_040,D2C,Central,25,32197.5,0.1,0,1,1431
2023-05-12,SKU_021,Amazon,South,30,108702.0,0.01,1,1,3660
2023-04-17,SKU_019,Distributor,East,68,193747.63999999998,0.29,0,1,4013
2023-03-10,SKU_021,Flipkart,South,37,34871.39,0.21,0,1,1193
2023-03-27,SKU_033,Amazon,Central,29,55323.88,0.26,1,1,2578
2023-02-21,SKU_044,Amazon,North,34,128948.40000000001,0.1,1,1,4214
2023-04-26,SKU_033,Amazon,West,36,102348.0,0.0,1,1,2843
2023-01-03,SKU_044,Flipkart,South,67,133618.1,0.02,1,0,2035
2023-03-22,SKU_020,D2C,Central,46,55476.0,0.28,1,1,1675
2023-05-04,SKU_019,Distributor,South,22,99329.34,0.11,1,0,5073
2023-06-27,SKU_019,Distributor,Central,50,216300.0,0.25,0,0,5768
2023-01-12,SKU_020,Distributor,North,54,87944.4,0.15,0,1,1916
2023-03-31,SKU_017,Flipkart,Central,40,38710.0,0.21,1,0,1225
2023-01-07,SKU_009,D2C,North,73,213138.09999999998,0.3,0,1,4171
2023-03-25,SKU_008,Distributor,Central,41,63484.4,0.21,0,1,1960
2023-01-28,SKU_045,Retail,North,72,338436.0,0.21,1,1,5950
2023-02-06,SKU_022,D2C,West,61,264641.79,0.27,0,1,5943
2023-02-18,SKU_005,Flipkart,North,68,315441.12,0.07,0,1,4988
2023-01-30,SKU_014,Amazon,South,28,106626.23999999999,0.28,1,1,5289
2023-04-28,SKU_027,Amazon,West,51,262619.91,0.07,1,1,5537
2023-02-06,SKU_030,D2C,South,48,258094.08,0.04,0,0,5601
2023-03-06,SKU_013,Retail,North,21,27850.199999999997,0.05,0,1,1396
2023-04-01,SKU_012,D2C,South,72,275706.0,0.15,0,0,4505
2023-06-20,SKU_030,Amazon,North,33,155172.6,0.15,1,1,5532
2023-04-08,SKU_046,Amazon,Central,37,32445.300000000003,0.21,0,1,1110
2023-05-04,SKU_020,Amazon,East,29,91376.68,0.26,1,0,4258
2023-04-30,SKU_016,Retail,South,64,129414.4,0.27,0,0,2770
2023-05-08,SKU_016,Amazon,South,19,46366.65,0.13,1,1,2805
2023-06-18,SKU_047,Flipkart,Central,62,110477.18,0.03,0,1,1837
2023-06-19,SKU_048,D2C,North,70,269892.0,0.19,0,0,4760
2023-04-07,SKU_019,Distributor,West,60,136298.4,0.24,1,0,2989
2023-01-08,SKU_049,Distributor,North,64,213579.52000000002,0.23,1,1,4334
2023-03-11,SKU_015,Flipkart,South,65,123599.45000000001,0.21,1,0,2407
2023-05-25,SKU_032,Flipkart,East,31,96384.58,0.17,1,1,3746
2023-06-26,SKU_002,Retail,East,78,100926.54,0.01,0,1,1307
2023-02-20,SKU_020,Retail,West,40,48611.2,0.12,1,0,1381
2023-03-01,SKU_040,Distributor,West,48,73919.51999999999,0.29,1,0,2169
2023-06-08,SKU_014,Flipkart,East,43,183857.68,0.24,0,0,5626
2023-04-30,SKU_012,Retail,South,59,289657.55,0.09,1,1,5395
2023-06-10,SKU_007,Distributor,West,39,162135.48,0.26,1,1,5618
2023-04-03,SKU_029,Distributor,Central,51,69950.58,0.03,0,1,1414
2023-04-30,SKU_032,D2C,East,25,61788.25,0.11,0,1,2777
2023-01-14,SKU_049,Distributor,West,73,84100.38,0.09,1,0,1266
2023-04-19,SKU_038,Amazon,North,63,104973.12000000001,0.18,0,1,2032
2023-06-02,SKU_029,Amazon,North,44,129658.76000000001,0.23,1,1,3827
2023-04-14,SKU_026,Retail,South,40,228771.19999999998,0.02,0,1,5836
2023-04-01,SKU_050,Distributor,East,62,262917.2,0.09,0,1,4660
2023-03-20,SKU_040,Amazon,North,35,176226.05000000002,0.09,0,1,5533
2023-03-19,SKU_016,D2C,West,52,297142.04,0.03,1,0,5891
2023-05-25,SKU_010,Distributor,Central,73,144414.44,0.24,0,1,2603
2023-02-02,SKU_020,Distributor,Central,33,107660.51999999999,0.07,0,0,3508
2023-01-05,SKU_005,D2C,East,57,241470.24,0.12,1,0,4814
2023-02-24,SKU_014,Amazon,South,56,64456.560000000005,0.19,1,0,1421
2023-05-25,SKU_008,Amazon,North,48,246024.0,0.1,0,0,5695
2023-06-13,SKU_032,Amazon,North,39,153106.2,0.1,0,0,4362
2023-01-21,SKU_027,Amazon,South,74,198758.82,0.03,1,0,2769
2023-02-05,SKU_025,Distributor,Central,38,120026.8,0.15,1,0,3716
2023-01-08,SKU_008,Flipkart,Central,13,51277.2,0.24,0,0,5190
2023-05-27,SKU_049,Distributor,West,62,194464.24,0.24,0,0,4127
2023-04-03,SKU_026,Flipkart,Central,25,78910.5,0.07,1,0,3394
2023-01-10,SKU_005,Amazon,East,63,251669.25,0.05,0,0,4205
2023-05-04,SKU_025,D2C,East,76,92581.68000000001,0.21,0,0,1542
2023-02-09,SKU_021,D2C,South,62,307076.7,0.11,0,0,5565
2023-05-20,SKU_043,Retail,West,71,323480.97,0.07,1,1,4899
2023-03-27,SKU_021,Flipkart,Central,90,384069.6,0.28,1,0,5927
2023-01-11,SKU_024,Amazon,South,69,244629.15,0.03,0,0,3655
2023-06-18,SKU_001,D2C,East,56,150186.96,0.01,1,1,2709
2023-01-17,SKU_035,D2C,South,82,262908.4,0.08,1,1,3485
2023-02-14,SKU_009,D2C,East,85,243882.0,0.1,1,0,3188
2023-05-24,SKU_044,D2C,North,85,233750.0,0.0,0,0,2750
2023-04-15,SKU_039,Flipkart,Central,40,162832.80000000002,0.22,1,1,5219
2023-01-03,SKU_047,D2C,East,22,90740.31999999999,0.14,0,0,4796
2023-06-21,SKU_026,Retail,East,38,193216.32,0.01,1,1,5136
2023-05-01,SKU_001,D2C,Central,64,248249.6,0.21,0,0,4910
2023-02-08,SKU_045,Amazon,West,53,90795.36,0.17,1,0,2064
2023-03-06,SKU_040,D2C,Central,45,136663.2,0.26,0,1,4104
2023-01-26,SKU_047,Distributor,West,61,136982.82,0.22,0,0,2879
2023-03-25,SKU_042,Retail,East,20,48146.0,0.05,1,0,2534
2023-03-29,SKU_036,D2C,West,52,80165.28,0.13,1,1,1772
2023-05-29,SKU_041,Flipkart,West,72,151477.91999999998,0.27,0,0,2882
2023-05-08,SKU_004,Distributor,East,60,79891.2,0.27,1,0,1824
2023-03-28,SKU_027,D2C,North,63,90929.79000000001,0.21,1,1,1827
2023-02-17,SKU_032,Flipkart,South,81,351670.41000000003,0.09,0,1,4771
2023-05-18,SKU_005,Amazon,West,48,127253.28,0.23,1,1,3443
2023-01-30,SKU_016,Flipkart,East,36,174409.2,0.1,1,1,5383
2023-05-19,SKU_006,Distributor,North,73,128753.75,0.17,0,0,2125
2023-01-19,SKU_043,Distributor,South,73,174710.9,0.09,1,1,2630
2023-02-15,SKU_002,Retail,East,61,172775.79,0.01,0,0,2861
2023-04-29,SKU_016,Retail,South,46,191620.82,0.21,0,1,5273
2023-01-22,SKU_022,Distributor,North,50,125768.0,0.21,0,1,3184
2023-03-14,SKU_009,Retail,South,24,84428.88,0.21,1,1,4453
2023-02-19,SKU_050,Flipkart,Central,72,190836.0,0.25,1,0,3534
2023-03-22,SKU_005,D2C,Central,71,176829.76,0.14,1,0,2896
2023-05-22,SKU_006,Amazon,West,23,71853.84,0.28,1,0,4339
2023-01-13,SKU_031,Distributor,North,67,389035.5,0.02,0,0,5925
2023-04-27,SKU_001,Distributor,West,58,63264.08,0.26,1,1,1474
2023-03-19,SKU_034,Flipkart,South,29,37816.87,0.09,0,0,1433
2023-05-26,SKU_041,Flipkart,North,25,130487.0,0.02,0,1,5326
2023-05-30,SKU_004,Distributor,Central,57,189705.12,0.12,0,0,3782
2023-05-06,SKU_045,Distributor,Central,42,156587.34,0.09,1,1,4097
2023-04-29,SKU_019,Amazon,East,86,235820.6,0.15,0,0,3226
2023-05-15,SKU_022,Amazon,Central,69,185443.02000000002,0.21,1,0,3402
2023-05-17,SKU_032,Distributor,North,59,79343.20000000001,0.18,0,1,1640
2023-03-15,SKU_016,Distributor,South,60,138990.0,0.18,1,0,2825
2023-01-10,SKU_023,Retail,Central,76,234639.36,0.04,1,0,3216
2023-02-26,SKU_001,Retail,North,66,335640.36,0.11,1,0,5714
2023-04-22,SKU_034,Flipkart,North,59,187256.56,0.03,0,1,3272
2023-02-02,SKU_016,Amazon,East,30,107845.2,0.13,0,1,4132
2023-06-16,SKU_033,D2C,West,111,122268.72,0.02,1,0,1124
2023-01-25,SKU_026,Retail,North,27,106045.74,0.14,0,0,4567
2023-04-15,SKU_004,Distributor,North,43,67682.0,0.0,0,0,1574
2023-04-07,SKU_024,Flipkart,Central,16,15898.4,0.15,1,0,1169
2023-01-16,SKU_038,D2C,Central,60,218526.0,0.14,0,0,4235
2023-03-19,SKU_023,Retail,West,53,156286.4,0.03,0,0,3040
2023-02-25,SKU_047,Amazon,East,65,243464.0,0.2,0,1,4682
2023-05-13,SKU_006,Amazon,North,15,36189.9,0.21,1,1,3054
2023-04-10,SKU_039,Flipkart,North,72,189987.12,0.13,0,1,3033
2023-02-03,SKU_009,D2C,West,33,169295.94,0.01,0,1,5182
2023-05-07,SKU_001,Flipkart,West,47,207727.78,0.11,1,0,4966
2023-03-20,SKU_043,Distributor,Central,68,87336.48,0.23,1,0,1668
2023-06-22,SKU_018,Flipkart,North,55,68522.3,0.23,0,1,1618
2023-04-12,SKU_027,Distributor,North,56,96853.68,0.01,0,0,1747
2023-05-20,SKU_006,Retail,West,65,278122.0,0.05,0,1,4504
2023-04-13,SKU_038,Amazon,East,58,263984.1,0.05,0,1,4791
2023-03-08,SKU_049,D2C,North,43,58768.100000000006,0.21,1,1,1730
2023-06-13,SKU_010,D2C,Central,46,142042.48,0.24,0,0,4063
2023-01-17,SKU_028,Amazon,Central,54,291081.6,0.04,0,1,5615
2023-06-03,SKU_023,Retail,East,32,141900.80000000002,0.08,0,1,4820
2023-04-13,SKU_037,D2C,East,69,145410.6,0.18,0,0,2570
2023-06-26,SKU_046,Distributor,South,55,160318.94999999998,0.27,0,0,3993
2023-05-26,SKU_014,Distributor,South,51,79468.2,0.02,0,0,1590
2023-01-23,SKU_025,Distributor,North,73,341620.29,0.01,0,0,4727
2023-02-26,SKU_035,Retail,North,47,144810.76,0.08,0,0,3349
2023-06-15,SKU_043,Flipkart,West,46,207625.6,0.09,0,0,4960
2023-03-23,SKU_040,Amazon,North,40,90884.8,0.14,1,0,2642
2023-04-04,SKU_005,Distributor,West,56,109625.6,0.2,0,1,2447
2023-02-12,SKU_019,Distributor,West,56,85205.12000000001,0.09,1,0,1672
2023-02-15,SKU_050,Retail,West,36,79545.6,0.2,0,1,2762
2023-03-31,SKU_032,Distributor,East,46,59357.48,0.09,1,1,1418
2023-01-01,SKU_021,Amazon,West,36,99557.64,0.09,1,0,3039
2023-06-27,SKU_045,D2C,North,35,39643.450000000004,0.23,0,1,1471
2023-06-11,SKU_025,D2C,East,15,54063.9,0.14,1,1,4191
2023-06-09,SKU_011,Flipkart,Central,45,173136.6,0.02,0,1,3926
2023-01-17,SKU_033,Flipkart,West,15,44922.15,0.09,1,0,3291
2023-01-23,SKU_027,D2C,Central,40,179835.6,0.21,0,0,5691
2023-01-20,SKU_012,Amazon,East,37,144812.82,0.26,0,0,5289
2023-05-30,SKU_040,Distributor,Central,71,62340.840000000004,0.19,0,0,1084
2023-06-04,SKU_026,D2C,North,29,68549.04,0.28,1,0,3283
2023-04-15,SKU_042,Flipkart,South,34,74613.0,0.23,0,0,2850
2023-01-23,SKU_049,Flipkart,North,42,123113.76,0.12,1,0,3331
2023-06-23,SKU_012,Flipkart,Central,38,40114.32,0.24,1,0,1389
2023-01-13,SKU_046,Flipkart,West,77,188703.9,0.1,1,1,2723
2023-03-20,SKU_017,Flipkart,North,27,126043.02,0.18,1,0,5693
2023-03-03,SKU_033,Retail,North,42,55507.200000000004,0.2,1,0,1652
2023-04-26,SKU_044,Amazon,South,56,277401.60000000003,0.1,1,0,5504
2023-02-07,SKU_013,Flipkart,East,67,263115.03,0.21,0,0,4971
2023-06-26,SKU_048,Flipkart,North,42,134681.4,0.1,1,1,3563
2023-05-16,SKU_040,D2C,East,11,30104.469999999998,0.27,0,0,3749
2023-01-13,SKU_038,Retail,West,46,116996.40000000001,0.19,1,0,3140
2023-02-15,SKU_019,D2C,Central,77,273467.04,0.16,1,0,4228
2023-06-12,SKU_020,Amazon,East,55,166320.0,0.16,1,1,3600
2023-02-21,SKU_041,Distributor,South,54,138718.98,0.27,0,0,3519
2023-06-28,SKU_041,Retail,North,28,112366.8,0.09,0,1,4410
2023-04-13,SKU_005,D2C,West,26,81224.0,0.2,0,1,3905
2023-04-12,SKU_020,Distributor,West,50,109746.0,0.22,0,1,2814
2023-03-27,SKU_005,Flipkart,South,21,27586.44,0.11,1,1,1476
2023-03-02,SKU_033,Retail,South,65,234908.7,0.13,1,0,4154
2023-04-05,SKU_019,Amazon,North,33,127710.0,0.0,0,0,3870
2023-01-05,SKU_016,Amazon,Central,49,205995.02,0.03,1,0,4334
2023-04-14,SKU_034,Amazon,East,12,23221.8,0.03,1,0,1995
2023-05-26,SKU_031,D2C,East,42,187354.44,0.22,0,1,5719
2023-02-07,SKU_045,Amazon,Central,26,46672.08,0.16,1,1,2137
2023-02-24,SKU_041,Distributor,North,3,12516.93,0.19,1,0,5151
2023-05-06,SKU_017,Amazon,South,60,151515.0,0.25,1,0,3367
2023-05-19,SKU_033,Flipkart,West,82,195095.22,0.29,1,0,3351
2023-02-16,SKU_014,Flipkart,East,72,288864.0,0.15,1,0,4720
2023-03-26,SKU_001,Distributor,East,63,331092.08999999997,0.07,1,1,5651
2023-04-27,SKU_001,D2C,West,41,164704.79,0.27,0,1,5503
2023-06-22,SKU_020,Retail,East,66,365840.64,0.04,0,1,5774
2023-02-24,SKU_011,Distributor,East,74,197654.0,0.0,1,1,2671
2023-06-05,SKU_029,Amazon,East,52,199397.12,0.08,0,0,4168
2023-01-11,SKU_050,Amazon,South,26,155818.0,0.0,0,1,5993
2023-06-29,SKU_014,Retail,North,40,145758.0,0.15,1,1,4287
2023-04-16,SKU_001,Retail,West,84,339311.28,0.23,0,1,5246
2023-02-28,SKU_036,D2C,Central,48,218070.72,0.13,1,0,5222
2023-06-12,SKU_001,Retail,East,0,0.0,0.26,1,0,1393
2023-03-03,SKU_014,Amazon,North,20,36868.6,0.17,1,0,2221
2023-03-10,SKU_027,D2C,East,41,45123.78,0.22,1,1,1411
2023-02-05,SKU_040,Flipkart,West,70,274229.2,0.26,1,0,5294
